row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
18986249,2019,001,Aitkin,MEDICARE,4,65 - 74 years,M,120,82947,CPT/HCPCS,ASSAY GLUCOSE BLOOD QUANT,233,Laboratory - Chemistry and hematology,159,"1,440","$4,895.03",$40.79,$0.00,"$4,895.03",$40.79,$0.00,$0.00,$0.00,$0.00
18988529,2019,001,Aitkin,MEDICARE,5,75 years and older,F,24,83861,CPT/HCPCS,MICROFLUID ANALY TEARS,233,Laboratory - Chemistry and hematology,40,288,$838.06,$34.91,$43.80,$838.06,$34.91,$43.80,$0.00,$0.00,$0.00
18991433,2019,001,Aitkin,MEDICARE,5,75 years and older,M,27,97166,CPT/HCPCS,OT EVAL MOD COMPLEX 45 MIN,212,Physical/occupational/speech therapy - Diagnostic,33,305,"$1,600.74",$59.28,$0.00,"$1,564.17",$57.93,$0.00,$36.57,$1.35,$0.00
18993545,2019,003,Anoka,COMMERCIAL,1,18 years and under,F,54,90691,CPT/HCPCS,TYPHOID VACCINE IM,228,Prophylactic vaccinations and inoculations,54,648,"$4,311.10",$79.83,$92.49,"$4,087.08",$75.68,$83.26,$224.02,$4.14,$0.00
18995753,2019,003,Anoka,COMMERCIAL,1,18 years and under,M,62,87040,CPT/HCPCS,BLOOD CULTURE FOR BACTERIA,206,"Microscopic examination (e.g., lab, toxicology)",78,674,"$2,504.71",$40.39,$11.00,"$1,906.55",$30.75,$0.00,$598.16,$9.64,$0.00
18998513,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,F,733,80076,CPT/HCPCS,HEPATIC FUNCTION PANEL,235,Laboratory - Other,"1,023","8,390","$16,732.23",$22.82,$15.74,"$11,811.75",$16.11,$10.97,"$4,920.48",$6.71,$0.00
19000097,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,F,14,C9290,CPT/HCPCS,INJECTION BUPIVACAINE LIPOSOME 1 MG,240,"Medications (injections, infusions, other forms)",15,163,"$3,229.16",$230.65,$5.08,"$2,901.08",$207.22,$0.27,$328.08,$23.43,$0.00
19002473,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,M,30,84155,CPT/HCPCS,ASSAY OF PROTEIN SERUM,233,Laboratory - Chemistry and hematology,42,346,$256.79,$8.55,$5.10,$217.72,$7.25,$4.72,$39.07,$1.30,$0.00
19004321,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,F,229,0320,REV,Dx X-Ray,50011,Diagnostic X-ray services,273,"2,619","$75,988.76",$331.82,$0.00,"$74,696.43",$326.18,$0.00,"$1,292.33",$5.64,$0.00
19006409,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,F,256,82746,CPT/HCPCS,ASSAY OF FOLIC ACID SERUM,233,Laboratory - Chemistry and hematology,271,"3,006","$7,363.72",$28.76,$23.60,"$5,307.04",$20.73,$20.03,"$2,056.68",$8.03,$0.00
19007465,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,F,111,99282,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,141,"1,307","$27,952.56",$251.82,$233.43,"$17,661.63",$159.11,$136.22,"$10,290.93",$92.71,$36.29
19010345,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,M,17,73222,CPT/HCPCS,MRI JOINT UPR EXTREM W/DYE,198,MRI (magnetic resonance imaging),17,198,"$15,288.47",$899.32,$838.82,"$8,458.16",$497.53,$671.06,"$6,830.31",$401.78,$111.17
19011689,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,M,149,97165,CPT/HCPCS,OT EVAL LOW COMPLEX 30 MIN,212,Physical/occupational/speech therapy - Diagnostic,155,"1,736","$22,715.86",$152.45,$141.18,"$15,203.23",$102.03,$101.26,"$7,512.63",$50.42,$0.00
19014473,2019,003,Anoka,COMMERCIAL,4,65 - 74 years,F,60,99223,CPT/HCPCS,INITIAL HOSPITAL CARE,302,Hospital inpatient services,115,700,"$20,555.15",$342.58,$79.84,"$18,273.94",$304.56,$79.84,"$2,281.21",$38.02,$0.00
19017761,2019,003,Anoka,COMMERCIAL,5,75 years and older,F,34,82728,CPT/HCPCS,ASSAY OF FERRITIN,233,Laboratory - Chemistry and hematology,55,403,$51.51,$1.51,$0.00,$51.51,$1.51,$0.00,$0.00,$0.00,$0.00
19659803,2019,037,Dakota,COMMERCIAL,5,75 years and older,F,15,66821,CPT/HCPCS,AFTER CATARACT LASER SURGERY,15,Eye procedures - Lens and cataract,30,180,"$3,012.66",$200.84,$134.40,"$1,996.11",$133.07,$117.25,"$1,016.55",$67.77,$15.00
19662611,2019,037,Dakota,COMMERCIAL,5,75 years and older,M,13,99336,CPT/HCPCS,DOMICIL/R-HOME VISIT EST PAT,236,"Non-hospital-based care (home health, hospice)",49,138,"$3,118.44",$239.88,$134.23,"$1,920.61",$147.73,$95.28,"$1,197.83",$92.14,$50.00
19664867,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,"1,482",90837,CPT/HCPCS,PSYTX W PT 60 MINUTES,218,"Psychological and psychiatric evaluation, therapy","13,833","17,025","$1,561,029.72","$1,053.32",$623.28,"$1,559,043.32","$1,051.98",$622.99,"$1,986.40",$1.34,$0.00
19666355,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,14,0352,REV,CT Scan/Body,50012,CT scans,17,161,"$3,192.13",$228.00,$0.00,"$3,192.13",$228.00,$0.00,$0.00,$0.00,$0.00
19668251,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,73,97803,CPT/HCPCS,MED NUTRITION INDIV SUBSEQ,237,Ancillary services,119,853,"$5,921.16",$81.11,$59.28,"$5,921.16",$81.11,$59.28,$0.00,$0.00,$0.00
19669979,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,26,29515,CPT/HCPCS,APPLICATION LOWER LEG SPLINT,214,"Wound care - Traction, splints, other",32,258,"$2,203.54",$84.75,$45.16,"$2,200.54",$84.63,$45.16,$3.00,$0.11,$0.00
19671443,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,244,84403,CPT/HCPCS,ASSAY OF TOTAL TESTOSTERONE,233,Laboratory - Chemistry and hematology,282,"2,723","$7,991.84",$32.75,$29.80,"$7,896.50",$32.36,$29.80,$95.34,$0.39,$0.00
19672883,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,11,E1028,CPT/HCPCS,WC ACCSS MANL SWINGAWAY OTH CNTRL,243,DME and supplies,14,132,"$2,741.35",$249.21,$197.59,"$2,741.35",$249.21,$197.59,$0.00,$0.00,$0.00
19675619,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,979,84443,CPT/HCPCS,ASSAY THYROID STIM HORMONE,233,Laboratory - Chemistry and hematology,"1,175","10,769","$20,058.00",$20.48,$19.39,"$20,012.26",$20.44,$19.39,$45.74,$0.04,$0.00
19677611,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,37,T2017,CPT/HCPCS,HABILITATION RES WAIVER; PER 15 MIN,237,Ancillary services,"5,787",444,"$960,548.53","$25,960.77","$16,729.66","$960,404.53","$25,956.87","$16,729.66",$144.00,$3.89,$0.00
19679771,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,49,84480,CPT/HCPCS,ASSAY TRIIODOTHYRONINE (T3),233,Laboratory - Chemistry and hematology,68,550,"$1,019.34",$20.80,$16.68,"$1,019.34",$20.80,$16.68,$0.00,$0.00,$0.00
19681691,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,11,L0650,CPT/HCPCS,LSO SAGIT-CORNL CNTRL ANT PST PANL,243,DME and supplies,11,127,"$6,234.39",$566.76,$198.27,"$6,234.39",$566.76,$198.27,$0.00,$0.00,$0.00
19684283,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,12,90840,CPT/HCPCS,PSYTX CRISIS EA ADDL 30 MIN,218,"Psychological and psychiatric evaluation, therapy",12,142,$414.59,$34.54,$0.00,$411.39,$34.28,$0.00,$3.20,$0.26,$0.00
19685699,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,12,J9217,CPT/HCPCS,LEUPROLIDE ACETATE 7.5 MG,240,"Medications (injections, infusions, other forms)",26,130,"$15,766.85","$1,313.90","$1,053.27","$15,763.85","$1,313.65","$1,053.27",$3.00,$0.25,$0.00
19689707,2019,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,106,0272,REV,Sterile Supply,50007,Medical and surgical supplies,175,"1,187","$4,738.00",$44.69,$0.00,"$4,715.60",$44.48,$0.00,$22.40,$0.21,$0.00
19693259,2019,037,Dakota,MEDICARE,2,19 - 44 years,F,17,80177,CPT/HCPCS,DRUG SCRN QUAN LEVETIRACETAM,235,Laboratory - Other,30,204,$273.10,$16.06,$14.44,$273.10,$16.06,$14.44,$0.00,$0.00,$0.00
19695443,2019,037,Dakota,MEDICARE,2,19 - 44 years,M,64,71045,CPT/HCPCS,X-RAY EXAM CHEST 1 VIEW,183,X-ray - Chest (routine),234,727,"$1,577.67",$24.65,$9.75,"$1,232.75",$19.26,$7.42,$344.92,$5.38,$1.83
19698635,2019,037,Dakota,MEDICARE,3,45 - 64 years,F,36,72070,CPT/HCPCS,X-RAY EXAM THORAC SPINE 2VWS,226,Radiology - Diagnostic (other),64,428,"$1,244.07",$34.55,$32.74,$924.54,$25.68,$25.95,$319.53,$8.87,$6.56
19699811,2019,037,Dakota,MEDICARE,3,45 - 64 years,F,11,93925,CPT/HCPCS,LOWER EXTREMITY STUDY,197,Ultrasound - Diagnostic (other),21,132,"$2,057.75",$187.06,$45.68,"$1,730.88",$157.35,$38.07,$326.87,$29.71,$7.77
19702883,2019,037,Dakota,MEDICARE,3,45 - 64 years,M,88,69210,CPT/HCPCS,REMOVE IMPACTED EAR WAX UNI,26,Ear procedures - Therapeutic,142,"1,034","$5,245.72",$59.61,$46.81,"$3,822.94",$43.44,$37.39,"$1,422.78",$16.16,$9.39
19704083,2019,037,Dakota,MEDICARE,3,45 - 64 years,M,21,95012,CPT/HCPCS,EXHALED NITRIC OXIDE MEAS,40,Respiratory procedures - Diagnostic (other),27,241,$433.87,$20.66,$20.51,$347.54,$16.54,$16.40,$86.33,$4.11,$4.11
19646483,2019,037,Dakota,COMMERCIAL,3,45 - 64 years,F,268,71250,CPT/HCPCS,CT THORAX DX C-,178,CT scan - Chest,466,"3,093","$147,685.56",$551.06,$428.96,"$110,458.82",$412.15,$333.82,"$37,226.74",$138.90,$0.00
19647707,2019,037,Dakota,COMMERCIAL,3,45 - 64 years,F,192,92136,CPT/HCPCS,OPHTHALMIC BIOMETRY,220,Ophthalmologic/otologic diagnosis and treatment,352,"2,267","$35,308.10",$183.89,$163.11,"$24,100.95",$125.52,$121.51,"$11,207.15",$58.37,$10.50
19648739,2019,037,Dakota,COMMERCIAL,3,45 - 64 years,F,22,G0299,CPT/HCPCS,DIR SNS RN HH/HOSPICE SET EA 15 MIN,236,"Non-hospital-based care (home health, hospice)",187,264,"$39,640.57","$1,801.84","$1,249.50","$38,435.06","$1,747.04","$1,249.50","$1,205.51",$54.79,$0.00
18964577,2019,001,Aitkin,COMMERCIAL,2,19 - 44 years,F,11,85379,CPT/HCPCS,FIBRIN DEGRADATION QUANT,233,Laboratory - Chemistry and hematology,11,124,$862.59,$78.41,$76.12,$369.36,$33.57,$19.40,$493.23,$44.83,$17.26
18967697,2019,001,Aitkin,COMMERCIAL,3,45 - 64 years,M,20,85018,CPT/HCPCS,HEMOGLOBIN,233,Laboratory - Chemistry and hematology,48,229,$557.86,$27.89,$22.78,$416.06,$20.80,$21.88,$141.80,$7.09,$0.00
18972713,2019,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,38,J3490,CPT/HCPCS,UNCLASSIFIED DRUGS,240,"Medications (injections, infusions, other forms)",79,395,"$1,012.84",$26.65,$6.48,"$1,009.64",$26.56,$6.48,$3.20,$0.08,$0.00
18975353,2019,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,60,J7120,CPT/HCPCS,RINGERS LACTATE INFUSION TO 1000 CC,240,"Medications (injections, infusions, other forms)",90,702,$564.16,$9.40,$3.87,$564.16,$9.40,$3.87,$0.00,$0.00,$0.00
18981905,2019,001,Aitkin,MEDICARE,3,45 - 64 years,M,18,71260,CPT/HCPCS,CT THORAX DX C+,178,CT scan - Chest,47,214,"$5,842.29",$324.57,$61.82,"$3,401.53",$188.97,$49.81,"$2,440.76",$135.59,$12.34
18984713,2019,001,Aitkin,MEDICARE,4,65 - 74 years,F,173,A9270,CPT/HCPCS,NONCOVERED ITEM OR SERVICE,243,DME and supplies,805,"2,060","$3,616.70",$20.90,$0.00,"$3,592.09",$20.76,$0.00,$24.61,$0.14,$0.00
18987617,2019,001,Aitkin,MEDICARE,5,75 years and older,F,35,0440,REV,Speech Therapy,50020,"Physical, occupational, and speech therapy",63,406,"$1,137.11",$32.48,$0.00,"$1,137.11",$32.48,$0.00,$0.00,$0.00,$0.00
18989585,2019,001,Aitkin,MEDICARE,5,75 years and older,F,209,J2001,CPT/HCPCS,INJECTION LIDO HCL IV INFUS 10 MG,240,"Medications (injections, infusions, other forms)",309,"2,488",$549.43,$2.62,$0.00,$468.82,$2.24,$0.00,$80.61,$0.38,$0.00
18992945,2019,003,Anoka,COMMERCIAL,1,18 years and under,F,81,76770,CPT/HCPCS,US EXAM ABDO BACK WALL COMP,196,Ultrasound - Abdomen/retroperitoneum - Diagnostic,174,953,"$40,768.70",$503.31,$326.79,"$29,833.48",$368.31,$263.37,"$10,935.22",$135.00,$54.10
18994361,2019,003,Anoka,COMMERCIAL,1,18 years and under,F,22,L1830,CPT/HCPCS,KNEE ORTHOSIS IMMOBLIZER PREFAB,243,DME and supplies,23,264,"$2,350.30",$106.83,$83.97,"$1,469.33",$66.78,$39.00,$880.97,$40.04,$24.70
18997121,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,F,400,0360,REV,OR Services,50006,Operating room services,421,"4,659","$726,592.22","$1,816.48",$0.00,"$714,099.02","$1,785.24",$0.00,"$12,493.20",$31.23,$0.00
18972468,2019,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,A0100,CPT/HCPCS,NONEMERGENCY TRANSPORTATION; TAXI,239,"Transportation - Patient, provider, equipment",268,142,"$3,147.00",$262.25,$40.00,"$3,147.00",$262.25,$40.00,$0.00,$0.00,$0.00
18975612,2019,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,16,0306,REV,Bact-Micro Tests,50009,Laboratory and pathology services,23,171,$666.77,$41.67,$0.00,$653.97,$40.87,$0.00,$12.80,$0.80,$0.00
18981228,2019,001,Aitkin,MEDICARE,3,45 - 64 years,F,18,G0108,CPT/HCPCS,DM OP SLF-MGMT TRN SRVC IND-30 MIN,307,Office/outpatient services - Other,34,205,"$1,578.84",$87.71,$76.59,"$1,048.94",$58.27,$56.04,$529.90,$29.43,$13.75
18984348,2019,001,Aitkin,MEDICARE,4,65 - 74 years,F,21,93270,CPT/HCPCS,REMOTE 30 DAY ECG REV/REPORT,203,Electrographic cardiac monitoring,21,252,"$1,463.68",$69.69,$62.70,"$1,146.35",$54.58,$62.70,$317.33,$15.11,$0.00
18986964,2019,001,Aitkin,MEDICARE,4,65 - 74 years,M,41,A7046,CPT/HCPCS,WATR CHAMB HUMDIFIR USED W/POS ARWA,243,DME and supplies,48,492,$769.95,$18.77,$16.64,$685.59,$16.72,$13.26,$84.36,$2.05,$2.65
18989364,2019,001,Aitkin,MEDICARE,5,75 years and older,F,13,E0601,CPT/HCPCS,CONTINUOUS POS AIRWAY PRESSURE DEVC,243,DME and supplies,69,156,"$3,850.95",$296.22,$259.28,"$3,079.02",$236.84,$206.59,$771.93,$59.37,$52.69
18991956,2019,001,Aitkin,MEDICARE,5,75 years and older,M,93,J2405,CPT/HCPCS,INJECTION ONDANSETRON HCL PER 1 MG,240,"Medications (injections, infusions, other forms)",128,"1,067",$193.71,$2.08,$0.00,$184.13,$1.97,$0.00,$9.58,$0.10,$0.00
19706147,2019,037,Dakota,MEDICARE,4,65 - 74 years,F,16,17314,CPT/HCPCS,MOHS ADDL STAGE T/A/L,170,Skin lesion - Excision,16,192,"$6,880.46",$430.02,$377.58,"$6,348.53",$396.78,$372.34,$531.93,$33.24,$0.00
19708595,2019,037,Dakota,MEDICARE,4,65 - 74 years,F,65,86160,CPT/HCPCS,COMPLEMENT ANTIGEN,235,Laboratory - Other,103,776,"$1,893.80",$29.13,$26.13,"$1,892.79",$29.11,$26.13,$1.01,$0.01,$0.00
19709579,2019,037,Dakota,MEDICARE,4,65 - 74 years,F,128,A0426,CPT/HCPCS,AMB SRVC ALS NONEMERG TRNSPRT LVL 1,239,"Transportation - Patient, provider, equipment",141,"1,454","$40,839.19",$319.05,$280.64,"$28,723.63",$224.40,$222.32,"$12,115.56",$94.65,$56.72
19711091,2019,037,Dakota,MEDICARE,4,65 - 74 years,F,37,RUB10,CPT/HCPCS,"Ultra High Rehab , ADL Index 6-10/5-day or readmission return.",311,Skilled nursing facility services (HIPPS),50,429,"$383,555.40","$10,366.36","$9,460.72","$368,039.90","$9,947.02","$9,460.72","$15,515.50",$419.33,$0.00
19713371,2019,037,Dakota,MEDICARE,4,65 - 74 years,M,21,72275,CPT/HCPCS,EPIDUROGRAPHY,226,Radiology - Diagnostic (other),32,246,"$1,017.92",$48.47,$38.55,$772.21,$36.77,$32.67,$245.71,$11.70,$5.88
19714331,2019,037,Dakota,MEDICARE,4,65 - 74 years,M,20,88368,CPT/HCPCS,INSITU HYBRIDIZATION MANUAL,234,Pathology,28,210,"$1,682.37",$84.11,$43.01,"$1,463.16",$73.15,$42.40,$219.21,$10.96,$8.65
19715771,2019,037,Dakota,MEDICARE,4,65 - 74 years,M,46,J0585,CPT/HCPCS,BOTULINUM TOXIN TYPE A PER UNIT,240,"Medications (injections, infusions, other forms)",148,549,"$114,635.71","$2,492.08","$1,351.82","$94,862.39","$2,062.22","$1,120.83","$19,773.32",$429.85,$151.67
19717739,2019,037,Dakota,MEDICARE,5,75 years and older,F,50,31500,CPT/HCPCS,INSERT EMERGENCY AIRWAY,216,Respiratory intubation and mechanical ventilation,64,409,"$7,696.44",$153.92,$136.62,"$6,655.32",$133.10,$110.66,"$1,041.12",$20.82,$27.74
19719587,2019,037,Dakota,MEDICARE,5,75 years and older,F,191,87210,CPT/HCPCS,SMEAR WET MOUNT SALINE/INK,206,"Microscopic examination (e.g., lab, toxicology)",234,"2,290","$1,252.36",$6.55,$5.70,"$1,241.77",$6.50,$5.70,$10.59,$0.05,$0.00
19721123,2019,037,Dakota,MEDICARE,5,75 years and older,F,28,G8753,CPT/HCPCS,MOST RECENT SYSTOLIC BP >= 140MM HG,999,HCPCS Level II codes not classified,67,331,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
19724243,2019,037,Dakota,MEDICARE,5,75 years and older,M,571,73030,CPT/HCPCS,X-RAY EXAM OF SHOULDER,226,Radiology - Diagnostic (other),987,"6,729","$25,044.18",$43.86,$30.08,"$19,348.42",$33.88,$23.97,"$5,695.76",$9.97,$5.17
19725299,2019,037,Dakota,MEDICARE,5,75 years and older,M,43,92550,CPT/HCPCS,TYMPANOMETRY & REFLEX THRESH,220,Ophthalmologic/otologic diagnosis and treatment,46,516,$937.32,$21.79,$21.63,$751.84,$17.48,$17.23,$185.48,$4.31,$4.40
19726763,2019,037,Dakota,MEDICARE,5,75 years and older,M,759,J7040,CPT/HCPCS,INFUS NORMAL SALINE SOL STERILE,240,"Medications (injections, infusions, other forms)","1,461","8,666",$745.40,$0.98,$0.00,$610.71,$0.80,$0.00,$134.69,$0.17,$0.00
19730555,2019,039,Dodge,COMMERCIAL,3,45 - 64 years,F,147,99214,CPT/HCPCS,OFFICE O/P EST MOD 30-39 MIN,300,Office/outpatient services - Office visits,355,"1,679","$81,158.64",$552.09,$422.00,"$55,943.52",$380.56,$222.95,"$25,215.12",$171.53,$65.49
19735211,2019,039,Dodge,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,15,J7050,CPT/HCPCS,INFUS NORMAL SALINE SOLUTION 250 CC,240,"Medications (injections, infusions, other forms)",36,154,$0.62,$0.04,$0.00,$0.62,$0.04,$0.00,$0.00,$0.00,$0.00
19741259,2019,039,Dodge,MEDICARE,3,45 - 64 years,F,20,90472,CPT/HCPCS,IMMUNIZATION ADMIN EACH ADD,228,Prophylactic vaccinations and inoculations,21,218,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
19745387,2019,039,Dodge,MEDICARE,4,65 - 74 years,M,19,83550,CPT/HCPCS,IRON BINDING TEST,233,Laboratory - Chemistry and hematology,27,225,$124.05,$6.52,$9.52,$124.05,$6.52,$9.52,$0.00,$0.00,$0.00
19748099,2019,039,Dodge,MEDICARE,5,75 years and older,F,18,Q0092,CPT/HCPCS,SET-UP PORTABLE X-RAY EQUIPMENT,226,Radiology - Diagnostic (other),19,188,$419.46,$23.30,$24.15,$370.36,$20.57,$19.24,$49.10,$2.72,$2.45
19751651,2019,041,Douglas,COMMERCIAL,1,18 years and under,M,14,85027,CPT/HCPCS,COMPLETE CBC AUTOMATED,233,Laboratory - Chemistry and hematology,18,162,$184.65,$13.18,$11.41,$142.95,$10.21,$9.13,$41.70,$2.97,$0.00
19754627,2019,041,Douglas,COMMERCIAL,2,19 - 44 years,M,22,84550,CPT/HCPCS,ASSAY OF BLOOD/URIC ACID,233,Laboratory - Chemistry and hematology,30,264,$467.69,$21.25,$8.25,$244.28,$11.10,$5.40,$223.41,$10.15,$7.29
19757603,2019,041,Douglas,COMMERCIAL,3,45 - 64 years,M,28,0260,REV,IV Therapy,50008,Pharmacy and IV services,42,324,"$16,973.77",$606.20,$355.20,"$15,827.29",$565.26,$261.49,"$1,146.48",$40.94,$0.00
18993876,2019,003,Anoka,COMMERCIAL,1,18 years and under,F,93,99211,CPT/HCPCS,OFFICE O/P EST MINIMAL PROB,300,Office/outpatient services - Office visits,106,"1,071","$4,819.89",$51.82,$47.76,"$2,543.84",$27.35,$18.14,"$2,276.05",$24.47,$23.07
18996204,2019,003,Anoka,COMMERCIAL,1,18 years and under,M,87,97535,CPT/HCPCS,SELF CARE MNGMENT TRAINING,236,"Non-hospital-based care (home health, hospice)",465,"1,015","$44,216.99",$508.24,$122.40,"$34,740.28",$399.31,$85.45,"$9,476.71",$108.92,$0.00
18998508,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,F,"1,816",80053,CPT/HCPCS,COMPREHEN METABOLIC PANEL,233,Laboratory - Chemistry and hematology,"2,631","20,955","$88,551.68",$48.76,$19.83,"$69,746.43",$38.40,$14.31,"$18,805.25",$10.35,$0.00
19000404,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,F,203,J2765,CPT/HCPCS,INJ METOCLOPRAMIDE HCL TO 10 MG,240,"Medications (injections, infusions, other forms)",238,"2,370","$2,558.88",$12.60,$0.00,"$1,861.37",$9.16,$0.00,$697.51,$3.43,$0.00
19003260,2019,003,Anoka,COMMERCIAL,2,19 - 44 years,M,52,99217,CPT/HCPCS,OBSERVATION CARE DISCHARGE,301,Observation care services,55,580,"$10,728.30",$206.31,$209.07,"$6,536.33",$125.69,$163.02,"$4,191.97",$80.61,$0.00
19006092,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,F,24,77307,CPT/HCPCS,TELETHX ISODOSE PLAN CPLX,211,Radiology - Therapeutic,35,278,"$20,642.60",$860.10,$702.39,"$19,872.63",$828.02,$679.90,$769.97,$32.08,$0.00
19007076,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,F,212,92567,CPT/HCPCS,TYMPANOMETRY,220,Ophthalmologic/otologic diagnosis and treatment,231,"2,515","$7,444.32",$35.11,$34.99,"$5,015.25",$23.65,$27.33,"$2,429.07",$11.45,$0.00
19009044,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,M,24,12011,CPT/HCPCS,RPR F/E/E/N/L/M 2.5 CM/<,171,Skin and subcutaneous tissue - Suture,35,282,"$8,205.63",$341.90,$334.77,"$5,018.93",$209.12,$120.85,"$3,186.70",$132.77,$12.50
19011324,2019,003,Anoka,COMMERCIAL,3,45 - 64 years,M,"1,070",92004,CPT/HCPCS,EYE EXAM NEW PATIENT,220,Ophthalmologic/otologic diagnosis and treatment,"1,084","12,498","$175,022.70",$163.57,$168.30,"$163,170.64",$152.49,$158.04,"$11,852.06",$11.07,$0.00
19013916,2019,003,Anoka,COMMERCIAL,4,65 - 74 years,F,46,83970,CPT/HCPCS,ASSAY OF PARATHORMONE,233,Laboratory - Chemistry and hematology,70,551,"$2,401.26",$52.20,$0.00,"$1,869.95",$40.65,$0.00,$531.31,$11.55,$0.00
19016676,2019,003,Anoka,COMMERCIAL,4,65 - 74 years,M,60,A7039,CPT/HCPCS,FLTR NON DISPBL POS ARWAY PRSS DEVC,243,DME and supplies,77,720,$564.83,$9.41,$6.57,$429.23,$7.15,$1.24,$135.60,$2.26,$0.00
19020420,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,20,0351,REV,CT Scan/Head,50012,CT scans,21,202,"$4,395.92",$219.79,$0.00,"$4,395.92",$219.79,$0.00,$0.00,$0.00,$0.00
19022292,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,"1,505",99284,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,"2,664","16,786","$532,006.79",$353.49,$304.88,"$532,006.79",$353.49,$304.88,$0.00,$0.00,$0.00
19024068,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,72,73080,CPT/HCPCS,X-RAY EXAM OF ELBOW,226,Radiology - Diagnostic (other),154,852,"$3,465.90",$48.13,$20.27,"$3,465.90",$48.13,$20.27,$0.00,$0.00,$0.00
19025388,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,11,A6448,CPT/HCPCS,LT COMPRS BANDGE ELAST WDTH < 3 IN,243,DME and supplies,11,125,$48.61,$4.41,$1.49,$48.61,$4.41,$1.49,$0.00,$0.00,$0.00
19027812,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,23,78227,CPT/HCPCS,HEPATOBIL SYST IMAGE W/DRUG,209,Radioisotope scan and function studies,33,264,"$7,489.53",$325.63,$337.63,"$7,307.83",$317.73,$337.63,$181.70,$7.90,$0.00
19029060,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,58,99281,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,63,643,"$4,200.50",$72.42,$65.18,"$4,028.92",$69.46,$65.18,$171.58,$2.95,$0.00
19031556,2019,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,47,73080,CPT/HCPCS,X-RAY EXAM OF ELBOW,226,Radiology - Diagnostic (other),80,510,"$1,345.08",$28.61,$20.15,"$1,291.35",$27.47,$20.01,$53.73,$1.14,$0.00
